ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2019-02-18,434.917,1.2797101449275363,315.56666666666666,0.0,Non-Working Day,False,414.14478921615523,416.7992376874938
2019-02-19,453.57,-1.7458333333333331,401.9,0.0,Working Day,False,462.41954630239997,458.16807118104964
2019-02-20,463.376,-1.872281746031746,404.9347619047619,0.0,Working Day,False,463.05004956929946,458.68746991942584
2019-02-21,428.326,5.484027777777778,228.38333333333333,0.0,Working Day,False,426.3696588225351,428.47073722793135
2019-02-22,421.579,4.745833333333334,246.1,0.0,Working Day,False,430.050480106859,431.50294028164035
2019-02-23,400.718,3.002083333333333,287.95,0.0,Non-Working Day,False,408.2765201418936,408.7916132481778
2019-02-24,395.033,5.7505555555555565,221.98666666666665,0.0,Non-Working Day,False,394.2599629046501,396.0134688334829
2019-02-25,440.052,2.8791666666666664,290.9,0.0,Working Day,False,439.3581448408785,439.1704490383383
2019-02-26,454.459,-1.4291666666666665,394.3,0.0,Working Day,False,460.84056746359306,456.8673330883955
2019-02-27,469.016,-2.8875,429.3,0.0,Working Day,False,468.1121805370458,462.8575743045658
2019-02-28,453.818,-0.3858333333333333,369.26,0.0,Working Day,False,455.6382477104715,452.5817433725983
2019-03-01,445.44,-0.7526388888888889,378.0633333333333,0.0,Working Day,False,457.46723153208944,454.08843166325596
2019-03-02,414.115,2.083333333333333,310.0,0.0,Non-Working Day,False,412.96192749569457,413.0630481515689
2019-03-03,400.951,2.9125,290.1,0.0,Non-Working Day,False,408.73337392015543,409.20810236574204
2019-03-04,439.792,1.2297222222222222,330.4866666666667,0.0,Working Day,False,447.5826854942427,445.9456971034085
2019-03-05,456.261,-3.083333333333333,434.0,0.0,Working Day,False,469.08865429262374,463.6619781250229
2019-03-06,470.26,-5.5125,492.3,0.0,Working Day,False,481.2010840692607,473.6400084936722
2019-03-07,471.3,-3.5500000000000003,445.2,0.0,Working Day,False,471.4155704761286,465.57885531419737
2019-03-08,451.02,0.0958333333333333,357.7,0.0,Working Day,False,453.23653779249685,450.6032522737718
2019-03-09,404.687,4.433333333333334,253.6,0.0,Non-Working Day,False,400.9774841961766,402.1374731605821
2019-03-10,392.181,3.7626984126984127,235.9833333333333,0.0,Non-Working Day,False,397.23411641615576,405.25537618908055
2019-03-11,419.241,8.479166666666666,156.5,0.0,Working Day,False,411.43515063882006,416.1679227682445
2019-03-12,425.631,3.433333333333333,277.6,0.0,Working Day,False,436.59493187296647,436.89415737619356
